AssetHostname,AssetIP,AssetOS,vuln_total,critical,high,medium,low,max_cvss,last_scan
PDU-B14-A,192.168.242.65,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B14-B,192.168.242.64,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B15-A,192.168.242.67,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B15-B,192.168.242.66,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B16-A,192.168.242.69,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B16-B,192.168.242.68,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B17-B,192.168.242.70,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B18-A,192.168.242.71,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-B6-L3B,192.168.242.49,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C02-A,192.168.242.74,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C02-B,192.168.242.75,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C03-A,192.168.242.120,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C03-A,192.168.242.76,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C03-B,192.168.242.77,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C04-A,192.168.242.78,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C04-B,192.168.242.79,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C05-A,192.168.242.80,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C05-B,192.168.242.81,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C06-A,192.168.242.82,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C06-B,192.168.242.83,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C09-A,192.168.242.88,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C09-B,192.168.242.89,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C10-A,192.168.242.90,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C10-B,192.168.242.91,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C11-A,192.168.242.92,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C11-B,192.168.242.93,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C12-A,192.168.242.94,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C12-B,192.168.242.95,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C13-L2B,192.168.242.96,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C13-L3A,192.168.242.97,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C14-A,192.168.242.98,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C14-B,192.168.242.99,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C15-A,192.168.242.100,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C15-B,192.168.242.101,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C16-A,192.168.242.102,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C16-B,192.168.242.103,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C17-A,192.168.242.104,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C17-B,192.168.242.105,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C18-A,192.168.242.106,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-C18-B,192.168.242.107,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D09-A,192.168.242.146,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D09-B,192.168.242.147,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D10-A,192.168.242.148,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D10-B,192.168.242.149,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D11-A,192.168.242.150,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D11-B,192.168.242.151,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D11-L1B,192.168.242.246,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D11-L3A,192.168.242.245,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D12-A,192.168.242.152,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D12-L1B,192.168.242.243,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D12-L2A,192.168.242.244,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D12-L3B,192.168.242.153,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D13-A,192.168.242.154,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D13-B,192.168.242.155,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D13-L2B,192.168.242.248,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D13-L3A,192.168.242.247,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D14-L1B,192.168.242.156,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D14-L2A,192.168.242.157,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D15-A,192.168.242.158,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D15-B,192.168.242.159,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D17-A,192.168.242.160,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D17-B,192.168.242.161,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D18-A,192.168.242.162,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-D18-B,192.168.242.163,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M01-A,192.168.242.108,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M01-B,192.168.242.109,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M02-A,192.168.242.110,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M02-B,192.168.242.111,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M03-A,192.168.242.112,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M03-B,192.168.242.113,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M04-A,192.168.242.114,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M04-B,192.168.242.115,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M05-A,192.168.242.116,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M05-B,192.168.242.117,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M06-A,192.168.242.118,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M06-B,192.168.242.119,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M07-A,192.168.242.164,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M07-B,192.168.242.165,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M08-A,192.168.242.166,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
PDU-M08-B,192.168.242.167,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
odnhn-mgt-wp01,10.42.73.70,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:35:21.8972950
msn-ppd,10.201.0.10,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
MWNBEH1.sein.nl,172.18.0.132,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
N62-1.n62.ctcs.nl,192.168.70.37,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
N62-2.n62.ctcs.nl,192.168.4.41,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.16.129.20,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.16.129.22,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.16.129.28,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.16.129.29,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.16.129.32,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.16.129.34,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.16.129.42,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.16.129.44,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.16.129.46,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.254.24.21,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.254.24.22,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.240.55.42,,1,1,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,10.240.10.8,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.240.13.12,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.240.13.154,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.240.2.29,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.240.210.13,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.192.7.33,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.162.255.12,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.162.255.15,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.162.255.162,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.162.255.8,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.4.3,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.90.132,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.226.34,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.70.11,,1,1,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,192.168.70.22,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.242.126,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.242.201,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.242.202,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.242.203,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.242.204,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.242.205,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.242.206,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.242.207,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.242.208,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.242.250,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.176.111,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.176.18,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.176.19,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.226.249,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.226.28,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.253.160,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.253.161,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.37.3,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.170.24,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.170.25,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
licwp002-101000.internal.cloudapp.net,10.101.0.25,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
Onbekend,10.254.50.36,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.254.50.37,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.120.18,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
Onbekend,10.31.83.10,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.31.83.11,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.178.18,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.178.19,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.179.35,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.179.41,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,192.168.234.150,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.234.151,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.234.152,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.234.153,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.234.154,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.234.155,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
Onbekend,192.168.234.230,,1,1,0,0,0,9.0999999999999996447286321,2026-04-09 08:43:52.0624830
ECPRSVH10APP36,10.16.114.69,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVH10APP38,10.16.114.71,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVH10APP32,10.16.114.65,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVH10APP43,10.16.114.76,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVH10APP49,10.16.114.82,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVLWL1,10.240.161.17,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVH10PRN1,10.16.114.19,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVH10PRN2,10.16.114.20,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ecprsviid1,10.240.2.99,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ecprsviid2,10.240.2.100,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVLIC3,10.240.2.47,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVM14FILE1,10.16.110.13,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVM14LW1,10.16.110.16,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVMHCOM4,10.240.13.24,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVMHDB10,10.240.11.16,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVMHDB12,10.240.11.18,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVMHDB2,10.240.11.3,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVMHDB3,10.240.11.8,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVMHDB5,10.240.11.10,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVMHDB6,10.240.11.11,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVMHDB8,10.240.11.14,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVMHDB9,10.240.11.15,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVMLAPI1,10.240.13.161,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVMLBHR1,10.240.13.160,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVMLLSP1,10.240.13.163,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVP07APP5,172.18.128.21,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVP07APP6,172.18.128.22,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVM14APP5,10.16.110.17,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVR01SQL11,10.16.118.64,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVP07APP8,172.18.128.51,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVP07APP9,172.18.128.52,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVT09APP01,10.240.13.250,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVT09APP14,10.56.32.44,,1,1,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
ECPRSVWDS3,10.240.2.43,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVCSF3,10.240.2.14,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ecprsvcss1,10.240.0.12,,1,1,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
ecprsvdsp4,10.240.2.3,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVAPV1,10.240.2.62,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVAPV2,10.240.2.63,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVAPV3,10.240.2.64,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVG09MIRP,10.145.145.49,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVG09MIRT,10.145.145.50,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVG09PRN01,10.145.161.21,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVG09PRN02,10.145.161.22,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVG17LWPU1,10.240.33.31,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVH10APP25,10.16.114.58,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVH10APP27,10.16.114.60,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ecprsvfts1,89.221.183.227,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVG09BPM3,10.145.145.88,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVG09BPM4,10.145.145.89,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVG09BPM5,10.145.145.90,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVG09BPM6,10.145.145.91,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
ECPRSVE05APP37,10.240.11.25,,1,1,0,0,0,9.9000000000000003552713679,2026-04-09 08:43:52.0624830
ECPRSVE05APP4,10.56.4.43,,1,1,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
ECPRSVE05APP44,10.56.4.40,,1,1,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
LogPoint,192.168.179.40,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
M1PRSVEMGT2.M1.ecumulus.nl,10.240.129.101,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
mail.ecumulus.nl,89.221.187.130,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
MGZ-EXM-WP01,10.56.9.40,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:35:21.8972950
ns.ram.nl,89.221.177.165,,1,1,0,0,0,9.8000000000000007105427358,2026-04-09 08:43:52.0624830
Onbekend,10.101.10.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.12.80,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.18.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.20.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.22.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.224.80,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.226.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.24.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.26.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.28.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.30.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.32.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.34.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.38.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.4.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.40.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.42.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.44.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.46.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.48.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.50.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.52.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.54.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.56.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.58.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.6.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.60.80,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.62.80,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.66.80,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.68.80,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.70.80,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.72.80,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.74.80,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.76.80,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.78.80,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
Onbekend,10.101.8.81,,1,1,0,0,0,10.0000000000000000000000000,2026-04-09 08:43:52.0624830
